iter	MultiClass
411	0.09231007643
412	0.0923060415
413	0.09228297384
414	0.09227071692
415	0.09227071685
416	0.09225158726
417	0.09224470392
418	0.09222563994
419	0.09222296694
420	0.09222290911
421	0.09221415303
422	0.09220787276
423	0.09220779103
424	0.09220521658
425	0.09219644273
426	0.09219639282
427	0.09217865019
428	0.09216777006
429	0.09216775855
430	0.09216668735
431	0.09216543561
432	0.09215538883
433	0.09214152588
434	0.09213474666
435	0.09213469009
436	0.09211715743
437	0.09210503474
438	0.09207554306
439	0.09207530827
440	0.09207522396
441	0.0920751803
442	0.09206370662
443	0.09204572062
444	0.09203260578
445	0.09201404084
446	0.09201399897
447	0.09200784735
448	0.09200780608
449	0.09200775307
450	0.09199201994
451	0.09198271566
452	0.09195117146
453	0.0919331755
454	0.0919121119
455	0.09191206581
456	0.09190131055
457	0.09190124369
458	0.09186032203
459	0.09183336185
460	0.09182013746
461	0.09182004335
462	0.09182000484
463	0.0918198226
464	0.09180447865
465	0.09179017075
466	0.09179002244
467	0.09174986981
468	0.0917493946
469	0.09173157675
470	0.09173153985
471	0.09173144358
472	0.09171709987
473	0.09170294033
474	0.09170286883
475	0.0917026728
476	0.09169403893
477	0.09168196526
478	0.09164077397
479	0.09162379852
480	0.09161302189
481	0.09161002287
482	0.09159876527
483	0.09158895065
484	0.09158886333
485	0.09158346703
486	0.09158309909
487	0.09156711351
488	0.09155229051
489	0.09155220493
490	0.09154799578
491	0.0915423239
492	0.09154210659
493	0.09152413641
494	0.09149225998
495	0.09149215153
496	0.09149207535
497	0.09145674358
498	0.09143996379
499	0.09143981365
500	0.09143772712
501	0.0914376136
502	0.09141681265
503	0.09140536428
504	0.09139090202
505	0.09139087095
506	0.09137788973
507	0.0913450091
508	0.09133123651
509	0.09131211935
510	0.09128804042
511	0.09127036781
512	0.09125868791
513	0.09125860022
514	0.09124052123
515	0.09124048459
516	0.09123222283
517	0.09121507411
518	0.09121496374
519	0.09119959079
520	0.09119945267
521	0.09118894354
522	0.09118881264
523	0.09118044474
524	0.09117428365
525	0.09116329216
526	0.09115278605
527	0.09113471908
528	0.09113463893
529	0.0911346112
530	0.09113426747
531	0.09113419803
532	0.09113398033
533	0.09113395392
534	0.09113392796
535	0.09113377562
536	0.09112636606
537	0.09111739879
538	0.09111720314
539	0.0911069579
540	0.09110687355
541	0.09110027173
542	0.09109999036
543	0.091093672
544	0.09108159908
545	0.09107412162
546	0.09105686001
547	0.0910566554
548	0.09105654234
549	0.09103997521
550	0.09103987779
551	0.09103972182
552	0.09103424579
553	0.0910339434
554	0.09103383289
555	0.09101739093
556	0.09101691127
557	0.09100844438
558	0.0910081887
559	0.09100810328
560	0.09100797532
561	0.09099586785
562	0.09099578038
563	0.0909957481
564	0.09098065879
565	0.09098056265
566	0.09098047165
567	0.09097370949
568	0.09095984368
569	0.09095943036
570	0.09095933969
571	0.09095932958
572	0.09095922607
573	0.09094763095
574	0.09094762895
575	0.09094181869
576	0.09094181473
577	0.09093251886
578	0.09093246401
579	0.09091869291
580	0.09091033612
581	0.09091016376
582	0.09090909745
583	0.09090895259
584	0.09087345575
585	0.09087309938
586	0.09086318193
587	0.09086313682
588	0.09084883914
589	0.09083236786
590	0.09082838483
591	0.09082794083
592	0.09081715234
593	0.09081703648
594	0.09079674433
595	0.09079665936
596	0.09079655304
597	0.09078549395
598	0.09077178594
599	0.09077162766
600	0.09077130326
601	0.0907636064
602	0.09076360498
603	0.09076332366
604	0.09075558181
605	0.09075557922
606	0.09075552246
607	0.09075532013
608	0.09073907091
609	0.09073897107
610	0.09073885671
611	0.09073874301
612	0.09073142823
613	0.09072337822
614	0.09072326721
615	0.09069612314
616	0.09069604488
617	0.09069603919
618	0.09069585611
619	0.09069579787
620	0.09068030257
621	0.09066775529
622	0.09066683532
623	0.09065910414
624	0.09064527119
625	0.0906373666
626	0.09062242281
627	0.0906223332
628	0.09060707401
629	0.09059314664
630	0.09058136576
631	0.09057196326
632	0.0905670205
633	0.09056700967
634	0.09055543171
635	0.09055542214
636	0.09055531444
637	0.09055521389
638	0.09055491146
639	0.09054489103
640	0.0905448115
641	0.09054440027
642	0.09054429297
643	0.09054429157
644	0.09054416015
645	0.09054407688
646	0.09054026402
647	0.09053819801
648	0.09053039917
649	0.09052091926
650	0.09051639825
651	0.09051631277
652	0.09049940887
653	0.09048773361
654	0.09047842404
655	0.09046532088
656	0.0904505477
657	0.09044016402
658	0.09042859951
659	0.09042844723
660	0.09041893132
661	0.09041308291
662	0.09039307194
663	0.09039291885
664	0.09037881902
665	0.09037108275
666	0.09037060187
667	0.09036254275
668	0.09036232275
669	0.0903521107
670	0.09033991348
671	0.09033450122
672	0.09032629717
673	0.09032622227
674	0.09032585071
675	0.09032570313
676	0.09031230299
677	0.09031201222
678	0.09030250535
679	0.09030210317
680	0.09028858467
681	0.09027729108
682	0.09026689546
683	0.09026681568
684	0.09026671929
685	0.09026664256
686	0.09026655202
687	0.09025773301
688	0.09024492507
689	0.0902448708
690	0.09024458224
691	0.09023842605
692	0.09023081642
693	0.09023014345
694	0.09021306439
695	0.09020343111
696	0.0902027759
697	0.09020255423
698	0.09020235659
699	0.09020192734
700	0.09020175267
701	0.09020174395
702	0.09018823911
703	0.09018034205
704	0.09016853043
705	0.09016811672
706	0.09016809063
707	0.09016782658
708	0.09015791096
709	0.09015779095
710	0.09015638901
711	0.0901552454
712	0.09015517229
713	0.09015490633
714	0.09015488416
715	0.09013780887
716	0.09011333584
717	0.09009820542
718	0.09008646177
719	0.09008005012
720	0.09007981099
721	0.0900797714
722	0.09007976867
723	0.09007906384
724	0.09006701062
725	0.09006694402
726	0.09006687257
727	0.09006676971
728	0.09005809705
729	0.09005800828
730	0.09005736117
731	0.09005734242
732	0.09005728589
733	0.09004777106
734	0.09004771307
735	0.09004335521
736	0.09003904181
737	0.09003879531
738	0.09002688572
739	0.09002662161
740	0.09002651382
741	0.09002634861
742	0.09002026719
743	0.09001137121
744	0.0900112752
745	0.09001076332
746	0.09000105199
747	0.08999697504
748	0.0899964981
749	0.08998423883
750	0.08997248125
751	0.08996238584
752	0.0899552711
753	0.08994470118
754	0.08994390082
755	0.08993230132
756	0.08993218046
757	0.08993210264
758	0.0899168532
759	0.08991671163
760	0.08991670307
761	0.08991633222
762	0.08990598508
763	0.08989049853
764	0.08987647754
765	0.08987612529
766	0.0898642434
767	0.08986405915
768	0.08986393842
769	0.08985283193
770	0.08984329816
771	0.08984326166
772	0.08983574676
773	0.089835635
774	0.08982854638
775	0.08982841227
776	0.08982200034
777	0.08982171894
778	0.08981183285
779	0.08980149067
780	0.08979860567
781	0.08979851465
782	0.089798259
783	0.08978088869
784	0.08976657805
785	0.08976636346
786	0.08976615424
787	0.08976508815
788	0.08975858623
789	0.08975197597
790	0.08974201994
791	0.08974137555
792	0.08974096118
793	0.08974058867
794	0.08974037347
795	0.08972087872
796	0.08972059376
797	0.08972057138
798	0.08971450117
799	0.08971092844
800	0.08971034045
801	0.08969698021
802	0.08969697753
803	0.08969694501
804	0.08969693926
805	0.08968749451
806	0.08968113262
807	0.08968094921
808	0.08967313681
809	0.08967288344
810	0.08966186925
811	0.08964945174
812	0.08964944426
813	0.08963955234
814	0.08962296393
815	0.08961221378
816	0.08960233055
817	0.08960218009
818	0.08960217881
819	0.08959166083
820	0.08957956737
821	0.08956992262
822	0.08956552062
823	0.08955772876
824	0.08955767843
825	0.08955741724
826	0.0895489597
827	0.08953890223
828	0.08953835069
829	0.08952979101
830	0.08952962651
831	0.08952175791
832	0.08952160842
833	0.08951491996
834	0.08951476372
835	0.08950633614
836	0.08950085774
837	0.08947980323
838	0.08946625215
839	0.08945647781
840	0.08945264146
841	0.0894439292
842	0.08943900886
843	0.08943898218
844	0.0894389253
845	0.08942952531
846	0.08941167389
847	0.08941115315
848	0.08941105688
849	0.08940641479
850	0.08940541235
851	0.08940514613
852	0.08940489332
853	0.08938489573
854	0.08938481117
855	0.08938468307
856	0.08937563909
857	0.08935243997
858	0.08934684839
859	0.08934684098
860	0.08934670102
861	0.08934667538
862	0.08933942333
863	0.08933926115
864	0.08933032626
865	0.08932987757
866	0.08931653492
867	0.08931653332
868	0.0893164451
869	0.08931622673
870	0.08931618603
871	0.08930725996
872	0.0893072387
873	0.08930107811
874	0.08929630583
875	0.0892962158
876	0.08928400657
877	0.08927439069
878	0.08926578057
879	0.08926563002
880	0.08926532358
881	0.08925735352
882	0.08925720229
883	0.08924778345
884	0.0892476912
885	0.08924692336
886	0.08924243761
887	0.08923235238
888	0.08921766591
889	0.08921765262
890	0.08920831767
891	0.08920789159
892	0.08920014404
893	0.08920006359
894	0.08919091211
895	0.0891909053
896	0.08917892173
897	0.08917867213
898	0.08917831095
899	0.08917217661
900	0.08917212662
901	0.08917149153
902	0.08916211669
903	0.08916192833
904	0.08916170533
905	0.08916154305
906	0.08916119138
907	0.08916075497
908	0.08914992163
909	0.08914348817
910	0.0891356968
911	0.08913247105
912	0.08912198115
913	0.08912190516
914	0.08912190243
915	0.08911641108
916	0.08911633946
917	0.08910905631
918	0.08909886744
919	0.08909111443
920	0.08909100231
921	0.08908743314
922	0.08907755114
923	0.08906923463
924	0.08906918034
925	0.08906911518
926	0.08906148291
927	0.08905177322
928	0.08905148501
929	0.08904274947
930	0.08904262863
931	0.08903334393
932	0.08902251351
933	0.08901457014
934	0.08900652795
935	0.08899737028
936	0.08899725885
937	0.08899700425
938	0.08899699895
939	0.08899699162
940	0.08898756143
941	0.0889824291
942	0.08897304053
943	0.0889561356
944	0.08894838141
945	0.08894835998
946	0.08893619532
947	0.08892841412
948	0.08892834713
949	0.08892410121
950	0.08891558745
951	0.08890936295
952	0.08889550942
953	0.08888905992
954	0.08888797059
955	0.08887983402
956	0.08887094006
957	0.08886336607
958	0.08885685344
959	0.08885002096
960	0.08884997393
961	0.0888369103
962	0.08882845185
963	0.08882835007
964	0.08881628894
965	0.08881620446
966	0.08880478116
967	0.08879597049
968	0.08878610195
969	0.08877758008
970	0.08877757814
971	0.0887667838
972	0.08876665219
973	0.08875889033
974	0.08875162189
975	0.08875141309
976	0.08875139294
977	0.08875111242
978	0.08874047145
979	0.08874004462
980	0.08873985737
981	0.08873391047
982	0.08872868037
983	0.08872652986
984	0.08871707454
985	0.08870934221
986	0.08870502395
987	0.08870494914
988	0.08870022035
989	0.08868657269
990	0.08867510366
991	0.08866872615
992	0.08866861907
993	0.08866816409
994	0.08865916081
995	0.08865048975
996	0.08865021172
997	0.08865015082
998	0.08865014454
999	0.08863827137
